"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Globus Warehousing and Trading Private Limited","Globus Warehousing and Trading Private Limited","6982805","Near village Badhai, Jalalabad road Muktsar","Muktsar","PUNJAB","78370","02-Oct-2024","01-Jul-2029","9958097729","Active",""
"M/S Shree Balaji Warehousing","Shree Balaji Warehouse","7118797","Village Phalluwala Dogra,","Mansa","PUNJAB","23520","25-Jul-2025","24-Jul-2030","9872870817","Active",""
"Ram Warehousing","Ram Warehousing","7024292","Village Dhindsa,","Gurdaspur","PUNJAB","5222","21-Feb-2025","20-Feb-2030","9056022297","Active",""
"Manat Godowns","Manat Godowns","7005663","Swam Road, Kanoi,","Sangrur","PUNJAB","13860","30-Dec-2024","29-Jun-2029","9815416270","Active",""
"ANGOORI DEVI","ANGOORI DEVI","7009269","OPP GATE ARMY CANTT, NEAR MEERA COLLEGE, FAZILKA ROAD","Firozpur","PUNJAB","5049","12-Jan-2025","11-Jan-2030","9876867069","Active",""
"M/s Aggarwal Warehousing Moonak","M/s Aggarwal Warehousing Moonak","7119696","Balran Road, Moonak,","Sangrur","PUNJAB","15540","28-Jul-2025","27-Jan-2030","9688052890","Active",""
"Bansal Godowns","Bansal Godowns","6838536","At Talwandi ,Raman Road,Near Raman Mandi,","Bathinda","PUNJAB","20000","17-Jan-2024","16-Jan-2029","9814022246","Active",""
"Central Warehousing Corporation","Central Warehouse, Base Depot,Amritsar","6788137","New Grain Market, Bhagtanwala","Amritsar","PUNJAB","69483","30-Sep-2023","29-Mar-2028","8729057000","Active",""
"Central Warehousing Corporation","CW, Garhshankar","2851640","near Dana Mandi,","Shahid Bhagat Singh Nagar","PUNJAB","15080","26-Feb-2021","25-Feb-2026","9463116282","Active",""
"Central Warehousing Corporation","CW, Ropar","4911644","Near New Grain Market,","Rupnagar","PUNJAB","17700","27-Apr-2021","26-Apr-2026","9463952927","Active",""
"Arvind Patel","Arvind Warehouse","7007552","Village Khadial-A, Tehsil Sunam Udham Singh Wala,","Sangrur","PUNJAB","2700","09-Jan-2025","08-Jul-2029","9109935623","Active",""
"Central Warehousing Corporation","CW, Muktsar","4971645","Near New Grain Market,","Muktsar","PUNJAB","11250","28-Apr-2021","27-Apr-2026","7837073016","Active",""
"Central Warehousing Corporation","CW, Moga-II","5251645","Behind Nestle India Ltd.,","Moga","PUNJAB","110600","24-May-2021","23-May-2026","9518666663","Active",""
"M/S Anand & Company","Anand And Company Unit 1 & 2","6759609","Sri Ganganagar Road,Opp Orient Waxing Plant Alamgarh,","Firozpur","PUNJAB","15000","19-Jul-2023","18-Jul-2028","8230000088","Active",""
"Central Warehousing Corporation","CW, Sirhind","4831642","Peer Colony, Sirhind,","Fatehgarh Sahib","PUNJAB","14700","23-Apr-2021","22-Apr-2026","9463051955","Active",""
"M/s Sant Sukhchain Singh Company","Sant Sukhchain Singh Company","7090988","Dharampura Bareta Road,","Mansa","PUNJAB","10000","19-May-2025","18-May-2030","8146610043","Active",""
"Central Warehousing Corporation","CW, Amritsar-I","3831648","28/B Railway Crossing, Mehta Road, PO, Valha","Amritsar","PUNJAB","20000","22-Mar-2021","21-Mar-2026","9915734940","Active",""
"Central Warehousing Corporation","Central Warehouse,Base Depot,Pathankot","6760417","Prem Nagar, Pathankot","Gurdaspur","PUNJAB","50000","20-Jul-2023","19-Jul-2028","9417429989","Active",""
"Central Warehousing Corporation","CW BATHINDA","4431642","DELHI MANSA ROAD NEAR CANCER HOSPITAL, BATHINDA","Bathinda","PUNJAB","45000","07-Apr-2021","06-Apr-2026","9463308983","Active",""
"Central Warehousing Corporation","CW, Bhogpur","4711651","Near Sugar Mill, Bhogpur,","Jalandhar","PUNJAB","14900","19-Apr-2021","18-Apr-2026","8146996206","Active",""
"Central Warehousing Corporation","CW, Abohar-II","5831644","Fazilka Road, Near Gaushala, Abohar","Firozpur","PUNJAB","10392","30-Jun-2021","29-Jun-2026","9463417063","Active",""
"ARORA STORAGE","M/s ARORA STORAGE","6771307","HARAJ ROAD, TALWANDI BHAI, DISTT. FEROZEPUR","Firozpur","PUNJAB","32300","10-Aug-2023","09-Aug-2028","9914510295","Active",""
"Central Warehousing Corporation","CW, Nabha-BD","2871656","Base Depot, Behind New Anaj Mandi, Malerkotla ROad, Nabha","Patiala","PUNJAB","120000","26-Feb-2021","25-Feb-2026","8178299032","Active",""
"Globus Warehousing and Trading Private Limited","Globus Warehousing and Trading Private Limited","6955629","Village: Salina, Ghal Kalan Road,, Moga","Moga","PUNJAB","50020","09-Jul-2024","08-Jul-2029","9466775152","Active",""
"Central Warehousing Corporation","CW, Mandi Gobindgarh","4371659","Plot No. C-10214, C-5229, Industrial Focal Point, Mandi Gobindgarh","Fatehgarh Sahib","PUNJAB","17800","07-Apr-2021","06-Apr-2026","9592378401","Active",""
"Central Warehousing Corporation","Central Warehouse Moga-I","6790836","Opposite Bhag Cinema, FCI Road","Moga","PUNJAB","20008","11-Oct-2023","10-Oct-2028","9988874855","Active",""
"Central Warehousing Corporation","CW, Mohali","4851675","Plot no. A/EL-1, Phase-IX, Industrial Area,","Sahibzada Ajit Singh Nagar","PUNJAB","19200","23-Apr-2021","22-Apr-2026","9872231873","Active",""
"Central Warehousing Corporation","CW-FAZILKA","6762660","Firozepur Road Fazilka,","Firozpur","PUNJAB","14194","25-Jul-2023","24-Jul-2028","9981788851","Active",""
"Amrik Singh","FREINDS ASSOCIATES","6788046","VILL BEHAK GUJRAN,","Firozpur","PUNJAB","46760","30-Sep-2023","29-Sep-2028","9814650141","Active",""
"Central Warehousing Corporation","CW, Mansa","4371661","Khokar Road,","Mansa","PUNJAB","19100","07-Apr-2021","06-Apr-2026","9357252803","Active",""
"Deepinder Singh & Others","Deepinder Singh & Others","6866255","Ferozepur Road,Adjoining Guru Rice General Mills, Distt-Sri Muktsar Sahib,","Muktsar","PUNJAB","20000","20-Feb-2024","19-Feb-2029","6239664881","Active",""
"Central Warehousing Corporation","CW, Gurdaspur","4951648","Pandori Road,","Gurdaspur","PUNJAB","7950","28-Apr-2021","27-Apr-2026","8901088203","Active",""
"National Commodities Management Services Limited","NCML Own warehouse, Muktsar","7068844","OPP. Focul Point, Village Lambi Dhab, Guruharsai Road, Tehsil Muktsar","Muktsar","PUNJAB","7200","11-Apr-2025","10-Oct-2027","9672996809","Active",""
"Central Warehousing Corporation","Central Warehouse Abohar-I","6764013","Kirparam Marg,Abohar,","Firozpur","PUNJAB","26800","27-Jul-2023","26-Jul-2028","8249515098","Active",""
"Central Warehousing Corporation","Central Warehouse, Hoshiarpur","6778328","Focal Point 4C, Phagwara Road","Hoshiarpur","PUNJAB","18792","31-Aug-2023","30-Aug-2028","9417395587","Active",""
"Harbhajan Singh","Harbhajan Singh warehouse","7047061","Mukatsar Road, Guruharshai,","Firozpur","PUNJAB","19880","24-Mar-2025","23-Mar-2030","9560877772","Active",""
"HT warehousing","HT Warehouse","6969489","Unit-2 Ubhawal Road,","Sangrur","PUNJAB","9240","19-Aug-2024","18-Feb-2029","9216634191","Active",""
"Central Warehousing Corporation","CW, Ajitwal","5311654","GT Road, PO Dhudike, Ajitwal,","Moga","PUNJAB","9870","26-May-2021","25-May-2026","8427181326","Active",""
"BABA NAGA OVERSEAS","Baba Naga Overseas","6651335","Village Bopari Baj Singh, Khasa","Amritsar","PUNJAB","60000","14-Nov-2022","13-Nov-2026","9876131477","Active",""
"Central Warehousing Corporation","CW, Chanalon","5111648","Focal Point, Near Kurali, Chanalon,","Sahibzada Ajit Singh Nagar","PUNJAB","15000","07-May-2021","06-May-2026","8427725491","Active",""
"Globus Warehousing and Trading Private Limited","Globus Warehousing and Trading Private Limited","6993422","Village Maur Nabha, Teh. Tapa Dist. Barnala, Pincode: -148108 (Punjab),","Barnala","PUNJAB","46700","12-Nov-2024","11-Nov-2029","9958097729","Active",""
"Surya Godowns","Surya Godowns Unit No. 3","7096381","Sangrur Patiala Road, NH 07, Bhawanigarh","Sangrur","PUNJAB","2250","27-May-2025","26-Nov-2029","9814357164","Active",""
"Central Warehousing Corporation","CW, Nabha (G)","2871649","Behind New Anaj Mandi, Near Id-gah, Malerkotla Road, Nabha","Patiala","PUNJAB","12000","26-Feb-2021","25-Feb-2026","9416729827","Active",""
"Shri Radha Krishna Godowns","Shri Radha Krishna Godowns","6971014","Khasra No-399/723/732, Village-Khokhar,Sangatpura Road Lehragaga","Sangrur","PUNJAB","15000","27-Aug-2024","26-Aug-2029","9463069769","Active",""
"Viraj Warehousing & Logistics Co.","Viraj Warehousing & Logistics Co. Unit 1","7092786","village Khabe Dogran Jandiala Road,","Tarn Taran","PUNJAB","6698","21-May-2025","20-Nov-2029","9872014791","Active",""
"HT warehousing","HT Warehousing","6970024","Unit No-1 Ubhawal road Village-Badrukhan,","Sangrur","PUNJAB","10000","20-Aug-2024","19-Feb-2029","9216634191","Active",""
"Globus Warehousing and Trading Private Limited","Globus Warehousing and Trading Private Limited","7051923","Khem Karan to Bhikiwind Road Village Chusleswar, 7KM From Patti Railway Station, Tehsil -Patti","Tarn Taran","PUNJAB","244500","26-Mar-2025","25-Dec-2029","9958097729","Active",""
"Jai Kuber Godown","Jai Kuber Godown","6856710","Jaitu Goniana Road,","Bathinda","PUNJAB","10000","09-Feb-2024","08-Feb-2029","9988054510","Active",""
"HARJIT KAUR","HARJIT KAUR PEG GODOWN","6821797","VILL KHOTHRAN,","Shahid Bhagat Singh Nagar","PUNJAB","14600","21-Dec-2023","20-Dec-2028","9814361225","Active",""
"Central Warehousing Corporation","Ludhiana","4611677","185-A, GT Road, PO Jandari Kalan","Ludhiana","PUNJAB","13850","15-Apr-2021","14-Apr-2026","9815450240","Active",""
"GARG GODOWNS & WAREHOUSE","Garg Godowns & Warehouse","6998827","Village Toorbanjara, Dirba,","Sangrur","PUNJAB","14820","28-Nov-2024","27-Nov-2029","9872642717","Active",""
"Suman Rani","Raman Covered Godown","6950133","gamri road dirba, sangrur,","Sangrur","PUNJAB","7140","26-Jun-2024","25-Jun-2029","9417337316","Active",""
"National Commodities Management Services Limited","NCML Own warehouse, Bathinda","7068752","Bathinda Dabwali Road, village Gheri Butter, Near Sangat Kanchiya, Mandi Sangat","Bathinda","PUNJAB","9000","11-Apr-2025","10-Oct-2027","9672996809","Active",""
"Shri Siddhivinayak Godowns","Shri Siddhivinayak Godowns","6989289","Mehlan Road Kanoi Sangrur,","Sangrur","PUNJAB","17920","28-Oct-2024","27-Apr-2029","9872246457","Active",""
"Ankit Garg","Aggarwal Agro Foods","7104938","Village Mutton, Samrala","Ludhiana","PUNJAB","2521","23-Jun-2025","22-Jun-2030","9463062171","Active",""
"Y S CO OWNERS","Y S & CO OWNERS","7091168","BATHINDA ROAD,","Bathinda","PUNJAB","2000","19-May-2025","18-May-2030","9216816999","Active",""
"Sita Ram Garg Godowns","Sita Ram Garg Godowns","7002967","village Kadial, Dibra,","Sangrur","PUNJAB","14980","12-Dec-2024","11-Dec-2029","9872642717","Active",""
"M/S JAS COVERED GODOWNS","M/s Jas Covered Godowns","6999817","Village Duggal Khurd,","Patiala","PUNJAB","15000","02-Dec-2024","01-Dec-2029","9872642717","Active",""
"Sardar Solvex Private Limited","Sardar Solvex Private Limited","7111867","Malerkotla road Village Dulladi PO Dhingi Nabha,","Patiala","PUNJAB","5337","10-Jul-2025","09-Jul-2030","9357633300","Active",""
"Keshav Gupta","Keshav Gupta Warehouse","7046790","Village Bhamna Samana,","Patiala","PUNJAB","9240","22-Mar-2025","21-Sep-2029","9876126679","Active",""
"Rakesh Garg","Taisiya Warehousing","7014665","Village Khangarh Gharachon Patran,","Patiala","PUNJAB","18480","31-Jan-2025","30-Jul-2029","9872642717","Active",""
"Tejinder Sodhi","Tejinder Singh Sodhi warehouse","7042831","Guruharsahal to Mukatsar Road,","Firozpur","PUNJAB","20160","20-Mar-2025","19-Mar-2030","9810287633","Active",""
"M/s Aggarwal Godown","M/s Aggarwal Godown","7130222","Dhanaula Road, Barnala,","Barnala","PUNJAB","12528","13-Aug-2025","12-Feb-2030","9041000667","Active",""
"National Commodities Management Services Limited","NCML PROJECT WAREHOUSE, TARN TARAN","7086663","KHASRA NO-33/13,14,15,6/1,6/2,7/1,7/2,8, VILLAGE SAFIPUR,TARN TARAN-JANDIALA ROAD DISTT AMRITSAR PUNJAB -143401","Tarn Taran","PUNJAB","9000","13-May-2025","12-May-2027","9982812039","Active",""
"Naresh Kumar","Naresh Kumar & Co.","7108715","Jakhal Road Lehragaga,","Sangrur","PUNJAB","10080","30-Jun-2025","29-Dec-2029","9417455774","Active",""
"Avtar Singh Trading Company","Avtar Singh Trading Company","7095938","Barnala Road Dhanaula infront of Dhanaula by pass over bridge,","Barnala","PUNJAB","9240","27-May-2025","26-Nov-2029","9872285788","Active",""
"Surya Godowns","Surya Godowns Unit No. 1","7127434","Nabha Road, Aloarkh,","Sangrur","PUNJAB","6300","11-Aug-2025","10-Aug-2030","9814357164","Active",""
"Viraj Warehousing & Logistics Co.","Viraj Warehousing & Logistics Co. Unit 2","7118615","Village Khabe Dogran Jandiala Road,","Tarn Taran","PUNJAB","11748","23-Jul-2025","22-Jul-2030","9872014791","Active",""
"GURINDER SINGH","GURINDER PAL SINGH","7100795","Chehlan,","Ludhiana","PUNJAB","700","03-Jun-2025","02-Jun-2030","9815717008","Active",""
"KIRAN BEDI","kiran bala bedi","7089634","village thakarpura, post tehsil patti","Tarn Taran","PUNJAB","1500","14-May-2025","13-May-2030","9464264069","Active",""
"Sandeep Singla","Parshotam Singla & Co-Owners","7078744","VILL BARAN,","Patiala","PUNJAB","22100","28-Apr-2025","27-Oct-2027","9815023043","Active",""
"Surya Godowns","Surya Godowns Unit No. 2","7096563","Sangrur Patiala Road, Village Balad Kalan,","Sangrur","PUNJAB","5400","27-May-2025","26-May-2030","9814357164","Active",""
